id,created_at,text,,
5.09088E+17,08-09-2014 21:15,"Happy G-day to my brother @ernieramos32!! Anytime, anyday, anywhere, anyhow, etc I know I can alwaysâ€¦ http://t.co/p5FEIoZ3e8",,
5.09021E+17,08-09-2014 16:49,My home away from home @thejuicespot1 trio! Detox &amp; replenish before I order my bowl! Doesn't get anyâ€¦ http://t.co/3s7182qZIE,,
5.08705E+17,07-09-2014 19:53,Best of luck today @serenawilliams!! http://t.co/vMziMIxO73 #NothingStopsSerena #PowerBeats #Family #StriveForGreatness,,
5.08505E+17,07-09-2014 06:38,Nothing like great conversation with great people!,,
5.08393E+17,06-09-2014 23:14,S/O German artist Andy Gellenberg on this mock up of me made by all Nike swoosh. It's crazy!! I needâ€¦ http://t.co/FBkNP7EDtT,,
5.08371E+17,06-09-2014 21:47,Congrats to the homie teamvic on being named Team Captain! Hard Work pays off. Go HAM this year fam!!â€¦ http://t.co/hzGExoUs4p,,
5.08369E+17,06-09-2014 21:38,Road trip with the homies @ebled2 &amp; Cocamo. #DuecesAndSmilesToTheHaters #Family #StriveForGreatness http://t.co/VWaEPowiLU,,
5.07963E+17,05-09-2014 18:46,I'm ready!! #TheLand #Work #StriveForGreatness  photo cred. @mister1223 http://t.co/8j7N1UE3me,,
5.07961E+17,05-09-2014 18:38,Great week of work wit my lil bro @realtristan13! #Klutch #TheLand #StriveForGreatness http://t.co/yMYhuQPWPV,,
5.07688E+17,05-09-2014 00:33,FOOTBALL is BACK!!! YES,,
5.07503E+17,04-09-2014 12:17,S/O the Great @serenawilliams at the US Open. Keep going and best of luck to u!! Dope PowerBeats asâ€¦ http://t.co/SdhOz4ow1O,,
5.0734E+17,04-09-2014 01:29,1 time and S/O My GUY!!! @sevenzro1! Best shoe designer in the WORLD. Let's keep pushing the envelopeâ€¦ http://t.co/cxufc1qGjj,,
5.06577E+17,01-09-2014 22:57,Labor Day kicks! #LeBron11Low #KickGameCray    #StriveForGreatness http://t.co/GnBa9LQi9q,,
5.06279E+17,01-09-2014 03:14,"Happy to have the homie @KDTrey5 stayin with the @Nike @nikebasketball family! Congrats my brother! Like Dj Khalid would say ""We The Best""!!",,
5.05757E+17,30-08-2014 16:40,Wrapping up a solid week of work with @mikemancias1 and my @compexcoach Elite Unit. #Tone,,
" #Strengthen #Recover #StriveForGreatness""",,,,
5.05737E+17,30-08-2014 15:20,Rolling around in my K900. Love this car!! #Kia #TheLand #Akron #StriveForGreatness http://t.co/UIU6yQ6IoZ,,
5.04608E+17,27-08-2014 12:33,Happy Bday to my Queen mrs_savannahrj!! Even thoughI believe everyday is your bday. You'reâ€¦ http://t.co/NqZks5h3yN,,
5.04428E+17,27-08-2014 00:38,Man this @YoungJeezy go so hard man!!! #SeenItAllTheAutobiography #SnowMan,,
5.04419E+17,27-08-2014 00:02,"By @kevinlove ""#TheLand"" ",,
,,,,
"#TheLand http://t.co/KwHB6Xfiyl""",,,,
5.04325E+17,26-08-2014 17:51,Excited and Happy my lil bro braxtonmiller92 surgery went great! Thanks to the best Dr. Andrews!â€¦ http://t.co/Mxhxl3WXAD,,
5.04248E+17,26-08-2014 12:44,Day 1-Back to school for the dynamic duo. Can't find a better 1/2 punch. BronnyÂ·Bryce. BryceÂ·Bronny!â€¦ http://t.co/8Z4J0NmSWC,,
5.03946E+17,25-08-2014 16:45,"RT @LFC: Welcome to Liverpool Football Club, @FinallyMario! #MarioLFC http://t.co/TCOvN5CuRe",,
5.03743E+17,25-08-2014 03:17,THE GREATEST!!!! @Beyonce,,
5.03739E+17,25-08-2014 03:02,There's a lot of great artists but none compare to when @Beyonce perform! She be having u hypnotized. Captivating on stage! #SimplyAmazing,,
5.03672E+17,24-08-2014 22:33,I swear I can't wait for this moment again!! #TheLand #PowderFillsTheRoom #StriveForGreatness http://t.co/UqcfRP8AAk,,
5.03644E+17,24-08-2014 20:45,"Lunch is served. Arugula salad with chicken, strawberries, mango, cashews and olive oil/lemonâ€¦ http://t.co/gXc7h0g6aN",,
5.03535E+17,24-08-2014 13:31,Congrats to my homie since I was in HS on the nuptials @JCrossover! Beautiful bride Tori. 1 love,,
5.03323E+17,23-08-2014 23:28,My sisterÂ·My wifeÂ·My motherÂ·My mother in law=gorgeous/beautiful/pretty/humble/spectacular/out of thisâ€¦ http://t.co/W3UX9Ysuvq,,
5.0327E+17,23-08-2014 19:57,My Queen! http://t.co/mO3CjFlVMy,,
5.03263E+17,23-08-2014 19:31,@RomeTrav Super weak! Hahaha. Out there looking like a QB,,
5.03258E+17,23-08-2014 19:08,THE LAND.. http://t.co/jkLo3drqj7,,
5.03257E+17,23-08-2014 19:05,THE LAND.. http://t.co/XHRBhjO0AN,,
5.03247E+17,23-08-2014 18:26,Welcome to the Land @kevinlove!,,
5.01872E+17,19-08-2014 23:24,Every now and then I enjoy the fruits of my labor. #LivinLifeWithASmile #Blessed #StriveForGreatness http://t.co/fN8HVEhfxw,,
5.01721E+17,19-08-2014 13:22,"Site seeing in Athens, Greece. Temple of Zeus #Amazing http://t.co/ZgBSEYplWi",,
5.00991E+17,17-08-2014 13:03,"The homie @common album ""Nobody's Smiling"" go hard!! On  vacation in Greece island hoping bumping it! #ChiTown #RealHipHop #NoID",,
5.00985E+17,17-08-2014 12:39,#ALSIceBucketChallenge I accepted the challenge from @brandonweems10 @kdtrey5 djstephflossâ€¦ http://t.co/pdFgnubUNd,,
5.00701E+17,16-08-2014 17:49,"Greatest sunset in the world! Santorini, Greece with Mrs. ""Wake Me Up When I'm Skinny"" mrs_savannahrj.â€¦ http://t.co/sIY7d6ZJHL",,
5.00695E+17,16-08-2014 17:26,San Torini with the fellas. @joshw41 @mavcarter Wayno! Love these dudes #Greece #Vacationâ€¦ http://t.co/F4pWBjXvUd,,
5.00382E+17,15-08-2014 20:40,Dinner is served! Lobster salad with asparagus and mango chutney. #Amazing #Mykonos http://t.co/lEZ4kjcFcv,,
5.00291E+17,15-08-2014 14:42,Thank you #Nammos Mykonos for the dessert gesture. To dang on bad I can't eat it! Grrrrrrrrrr!! Smh.â€¦ http://t.co/zHIWmx1k0I,,
5.00261E+17,15-08-2014 12:41,Mykonos Greece is spectacular! Push gift to my wife mrs_savannahrj! Zhuri hurry up and get here soâ€¦ http://t.co/zAWZ3LEWZI,,
4.98941E+17,11-08-2014 21:15,"It's only right @nikebasketball offer my son Bronny a deal. He's playing ""My Career"" on NBA2k14.â€¦ http://t.co/EQyC1vkjyf",,
4.98257E+17,09-08-2014 23:59,I'd never want to catch a pass across the middle with @DonteWhitner lurking. No way Jose!,,
4.98224E+17,09-08-2014 21:48,Got that good work in the lab today with the homies @rometrav @druondemand @camknows_ @brandonweems10.â€¦ http://t.co/T67n3XBjp0,,
4.97944E+17,09-08-2014 03:14,RT @LJFamFoundation: THANK YOU FOR YOUR SUPPORT! #IPROMISE #JustAkidFromAkron http://t.co/1Lybub1oZr,,
4.97932E+17,09-08-2014 02:26,@SkylarGrey @LJFamFoundation Thanks a lot for attending and performing tonight! You're awesome Skylar!,,
4.97932E+17,09-08-2014 02:25,"RT @SkylarGrey: I was honored to perform at @LJFamFoundation's #WelcomeHomeLeBron event tonight. Thanks for having me, @KingJames!! http://â€¦",,
4.97774E+17,08-08-2014 15:59,so proud to be their leader but more importantly their inspiration in life! #IPROMISE #LJFF #StriveForGreatness,,
4.97774E+17,08-08-2014 15:57,Today is the biggest day of the year for me. My foundation @LJFamFoundation IPROMISE family reunion. I'm so excited for these kids and....,,
4.97477E+17,07-08-2014 20:18,Love getting back in the lab with my brothers @druondemand @rometrav #StriveForGreatness http://t.co/2onbz9dK57,,
4.97055E+17,06-08-2014 16:21,Coach Blatt and I spoke in person very briefly last week in NY while shooting my movie. I'm ready to get going. #GoCavs #StriveForGreatness,,
4.97055E+17,06-08-2014 16:20,The reports from yesterday was NOT TRUE but I'm looking forward to working with Coach Blatt and meeting Griff and guys in the front office..,,
4.97054E+17,06-08-2014 16:16,Looking forward to returning to the Cleveland Clinic Courts(facility) soon but I've yet to do so because of my extremely busy schedule...,,
4.96816E+17,06-08-2014 00:32,Just got it in with my brother @mikemiller_13 at my Alma Mater. Boy he got a cannon attached to hisâ€¦ http://t.co/SnoZFfFfHn,,
4.96402E+17,04-08-2014 21:06,Best of luck to @LFC in the final of @IntChampionsCup #lfctour #ynwa #StriveForGreatness,,
4.9639E+17,04-08-2014 20:17,"S/O champagnepapi  futuretheprince and the ""6"" for the hospitality this weekend! Much appreciated andâ€¦ http://t.co/4oBAdILLj0",,
4.96388E+17,04-08-2014 20:12,@myfabolouslife and I last night flexin something light weight. Akron to Brooklyn! It's all love andâ€¦ http://t.co/WPavTubAqg,,
4.96253E+17,04-08-2014 11:14,Can't wait to get home to my wife and kids!,,
4.96139E+17,04-08-2014 03:43,Between this diet and djstephfloss had me like this earlier today #RunningWithTheWinners TO edition.â€¦ http://t.co/WKU7yrMX63,,
4.95793E+17,03-08-2014 04:47,We here! klutchsports #RWTW #Klutch #StriveForGreatness http://t.co/XuddkeSmXC,,
4.95793E+17,03-08-2014 04:45,And we just getting started! @pg30_mia @ebled2 @realtristan13 #Klutch #RWTW #StriveForGreatness http://t.co/jEexhymM7Q,,
4.95412E+17,02-08-2014 03:32,Hurt my stomach the moment I heard the news! I didn't want to believe it. Man I need u out there bro!â€¦ http://t.co/2ueciPRgtN,,
4.95398E+17,02-08-2014 02:39,Man just landed and got a message about @Paul_George24. Made me immediately sick to my stomach!! Praying for u a speedy recovery homie!!!,,
4.95234E+17,01-08-2014 15:45,I'm looking at my schedule like can I really fly to Vegas just for that! Them boys can flat out go!! Young kings. #StriveForGreatness,,
4.95234E+17,01-08-2014 15:44,Hearing about that good 1 on 1 bump b/t @KDTrey5 @Paul_George24 @JHarden13 in Vegas after practice. Wish I was there for that!....,,
4.95225E+17,01-08-2014 15:11,Ferris Bueller still mad at me cause I wouldn't flick school with him that day. I had a giant testâ€¦ http://t.co/4q9RipuSvA,,
4.95221E+17,01-08-2014 14:52,ChrisÂ·BillÂ·JudeÂ·LJ #Trainwreck #NoOneKnewWhatFacialExpressionWeWasGoingWith #SetLife #LaughsAllDayâ€¦ http://t.co/pnCHXO7MK4,,
4.95219E+17,01-08-2014 14:46,Grillin on set with faraleff yesterday! @mrstru120 photo scheming in the back! Hahaha. #Trainwreckâ€¦ http://t.co/9UBs5qDtSr,,
4.94179E+17,29-07-2014 17:54,"My guy! The crazy/hilarious/funny Bill Hader and I on set of ""Trainwreck"". #WhyIsAmyPhotoBombingUsâ€¦ http://t.co/veqPMTkUhd",,
4.94178E+17,29-07-2014 17:51,"The lovely/beautiful Amy Schumer and I on set of ""Trainwreck"". #GettingMyActinOn #ShesHilariousâ€¦ http://t.co/qnUNQwjkr2",,
4.93906E+17,28-07-2014 23:48,S/O the homie @boogiecousins on reppin the Team in Vegas at the USA team practice. Swag out on them!â€¦ http://t.co/FlwiRUWH7w,,
4.93881E+17,28-07-2014 22:08,"RT @cavs: So 23 it is, @KingJames? Nice!",,
,,,,
"Let's take a look back at some familiar threads. [PHOTOS]: http://t.co/v6kzG0LXyq http://t.co/r9nâ€¦""",,,,
4.9344E+17,27-07-2014 16:59,23 it is! It's only right I go back. 2Â·3=6  We still family 6. #HomeTeam #StriveForGreatness http://t.co/2MpznC8JNM,,
4.9081E+17,20-07-2014 10:48,@SkylarGrey You're awesome for this! Amazing!! Thanks so much!! #CominHome #HomeTeam #StriveForGreatness,,
4.90676E+17,20-07-2014 01:54,Congrats on the nuptials and swag groomsmen!!! #IDontKnowThem #ButTheyTurntUp #HomeTeamâ€¦ http://t.co/e8ZYbU85p5,,
4.90207E+17,18-07-2014 18:49,Great workout today with @MikeMancias1 Using my @Compexcoach #musclestim #recovery #StriveForGreatness,,
4.90159E+17,18-07-2014 15:38,6 or 23?...... http://t.co/8uft5F7XO8,,
4.89436E+17,16-07-2014 15:47,"By @wad216 ""kingjames touring the Children's Hospital and I met a huge fan of yours Brian Peacock Jr.â€¦ http://t.co/GpPQBMIKm0",,
4.89189E+17,15-07-2014 23:26,"By @mikemiller_13 ""Thanks to Memphis for a great year!! But I'm so excited to be a part of theâ€¦ http://t.co/oUcq3kCokC",,
4.89095E+17,15-07-2014 17:11,"By beatsbydre """"Single greatest monument I've ever been around thus far in my life!"" -â€¦ http://t.co/F6zakSoX0n",,
4.89073E+17,15-07-2014 15:44,"Single greatest monument I've ever been around thus far in my life! ""CHRIST THE REDEEMER"" 98 feetâ€¦ http://t.co/0dXTM9ohrL",,
4.88424E+17,13-07-2014 20:44,Hahaha!! We're going streaking! Everyone's doing it. Man that was hilarious. #WorldCupFinal #Brazil http://t.co/kVt97S9gpz,,
4.88401E+17,13-07-2014 19:12,The greatest sporting event I've ever been to! #WorldCupFinal #Brazil #StriveForGreatness http://t.co/4k0T5ZqUOc,,
4.88101E+17,12-07-2014 23:23,"RT @NikeRio: .@KingJames estÃ¡ voltando pra casa, mas antes ele deu uma passada aqui na #CasaFenomenal. http://t.co/1xKk5Rhth9",,
4.87721E+17,11-07-2014 22:12,Thank you as well!! Memories I'll never forget. http://t.co/l4dRgtwHly,,
4.87635E+17,11-07-2014 16:31,http://t.co/6yJ8vNuHAB,,
4.87635E+17,11-07-2014 16:29,Just posted a photo http://t.co/lmByEY8T7Q,,
4.87085E+17,10-07-2014 04:05,"By jaytrizzle1906 ""When one thing leads to another.. It turns into a 1on1.. Damon Jones and Timâ€¦ http://t.co/cTg05d91uo",,
4.8698E+17,09-07-2014 21:09,"By @chillwill03 ""Crazy how we always find a gym! #BallisLife #Fab5 #Family #LBJskillCamp"" http://t.co/02mJ9cgkd3",,
4.86933E+17,09-07-2014 17:59,We still clique up!!! @druondemand @chillwill03 @rometrav siancotton_ #Fab5 #Forever #StriveForGreatness http://t.co/ndxOxGfkvm,,
4.86177E+17,07-07-2014 15:55,Set living. Always humbled to be doing this when they come together #StriveForGreatness http://t.co/8V4pJihJHc,,
4.85878E+17,06-07-2014 20:06,Game time. Congrats US under 17 Women's Hoops. Asia Durr and Lauren Cox was big time!!! #GoldMedal #UnitedWeStand #StriveForGreatness,,
4.85876E+17,06-07-2014 20:02,Watching USA Women's under 17 Gold Medal game vs ESP. Up 4 under a min left. Bring it home ladies! #USA,,
4.85763E+17,06-07-2014 12:33,Up this a.m. repping and bumping my homies @flyunion &amp; siancotton_  on my @beatsmusic app! Greatâ€¦ http://t.co/NGdM2JqlPk,,
4.85739E+17,06-07-2014 10:54,Good morning folks! Another day to improve and be thankful for seeing this day. #Smile #StriveForGreatness,,
4.85479E+17,05-07-2014 17:41,S/O my great friend @LloydPierceLP coaching for Philly in summer league. He's really good and is climbing that ladder. #LaFamilia,,
4.85433E+17,05-07-2014 14:41,@dzandertraining is out his mind! But I am 2 so tire let's go on a stroll down the street!â€¦ http://t.co/geFAADCoIx,,
4.85431E+17,05-07-2014 14:33,Great morning workout with Momma! Just trying to improve the best way we can. S/O @dzandertraining forâ€¦ http://t.co/MdJ1nWd1gU,,
4.85431E+17,05-07-2014 14:31,Now refueling at thejuicespot! http://t.co/sQGF4PdVxz,,
4.85264E+17,05-07-2014 03:27,Wish I was back home I'd drive up to Cleveland tonight and go celebrate wit the homie @DaRealShow for his b-day! #LiveItUpToTheFullest,,
4.85244E+17,05-07-2014 02:08,"Bryce and Bronny said ""man the 4th of July is cool"" dad, I said ""why is that""? They said, ""Because theâ€¦ http://t.co/dbUpE5sn8E",,
4.85218E+17,05-07-2014 00:25,Hate to hear the news on Neymar! What a player. Have a speedy recovery/Get well asap man! #HesABeast #MyKidsFavPlayer,,
4.85204E+17,04-07-2014 23:30,gave it your all,,
4.85199E+17,04-07-2014 23:12,@jamesdrodriguez Congrats on a great World Cup! U have it your all. Keep your head high. U made your country of Colombia proud! #JamesGang,,
4.8515E+17,04-07-2014 19:54,This match about to be great!! Col vs Braz. #James #10 #Nemar #10 #WorldCup2014,,
4.85141E+17,04-07-2014 19:19,Only right I wear these on this day. #CrayKickGame #LeBron11s #12sComingSoon #StriveForGreatness http://t.co/ySbc8KjBQv,,
4.8514E+17,04-07-2014 19:17,Festive for today! #4thofJuly #USA #StriveForGreatness http://t.co/APeCIACkTU,,
4.85032E+17,04-07-2014 12:08,#HomeOfTheBrave #LandOfTheFree #IndependenceDay #USA #StriveForGreatness http://t.co/jgrtANBY17,,
4.85011E+17,04-07-2014 10:41,And always from me to our Men and Women troops. SALUTE and THANK U!! #UnitedWeStand #RedWhiteBlue #USA #StriveForGreatness,,
4.85009E+17,04-07-2014 10:35,"Good morning,  Happy 4th of July!!! Eat good, spend time with your folks and most of all be safe #Fireworks #Cookouts #KidMemoriesComingBack",,
4.84799E+17,03-07-2014 20:42,No other way to spend my free time then with my family! #JamesVacation #StriveForGreatness http://t.co/DHfaly1Sde,,
4.84713E+17,03-07-2014 14:58,RT @SianCotton85: Check out the ***New Visual*** ,,
"Hey mama""""",,,,
http://t.co/EZQJuiKGGu,,,,
#100pc#Foa,,,,
#Nowyoucanttellmenothing,,,,
"@KingJames""",,,,
4.84655E+17,03-07-2014 11:08,"My homies @flyunion dropped their well anticipated album today ""Small Victories"". Make sure y'all goâ€¦ http://t.co/U3t1YomI2u",,
4.84495E+17,03-07-2014 00:32,"Bronny caught him a black fin tuna. Need to put him on ""Wicked Tuna"". #WeWasHyped #WhatColorWasItâ€¦ http://t.co/aZA8JJnFWh",,
4.84062E+17,01-07-2014 19:53,Let's Go! Best of luck to USA. #UnitedWeStand #WorldCup2014,,
4.84054E+17,01-07-2014 19:22,"Heard Messi made the game winning pass! That's my type of play/er. Win, loss, draw u make the right play to help your team be successful",,
4.82995E+17,28-06-2014 21:12,Man watching this Colombian game I think I have my fav player in the world cup! Obviously his name help that out #Biased #10 #James #WC2014,,
4.82914E+17,28-06-2014 15:52,Off season is our real season! @pg30_mia #StriveForGreatness http://t.co/4iGyja2fed,,
4.82345E+17,27-06-2014 02:08,My favorite player in the draft! #Napier,,
4.7869E+17,17-06-2014 00:05,Congrats USMST! Great start at the World Cup,,
4.78667E+17,16-06-2014 22:35,Hope it's not broke! Looked as though. He'll be fine.,,
4.78664E+17,16-06-2014 22:22,Keep well Jozy! Hate to see that happen,,
4.78659E+17,16-06-2014 22:02,Now that's how you start a match!! Clint Dempsey Goal!!!!,,
4.78658E+17,16-06-2014 21:58,Best of luck to the USA in the World Cup today and beyond! #UnitedWeStand,,
4.61214E+17,29-04-2014 18:43,Commissioner Silver thank you for protecting our beautiful and powerful league!! Great leader!! #BiggerThanBasketball #StriveForGreatness,,
4.57729E+17,20-04-2014 03:53,Zero Dark Thirty-6 2.0 Activated,,
4.57662E+17,19-04-2014 23:28,Craig Sager get well asap!! Going to miss u this post season. Prayers sent up to u and the family!,,
4.57314E+17,19-04-2014 00:27,Getting some good recovery with my wireless @Compex_INT'. Getting me right for Sunday #TreatmentIsAMust #StriveForGreatness,,
4.57236E+17,18-04-2014 19:15,Y'all go check out my boy @marlonwayans hilarious movie #ahauntedhouse2 in theaters TONIGHT!!!â€¦ http://t.co/CXW2030ijP,,
4.57123E+17,18-04-2014 11:47,Time to work! Playoffs mode activated #StriveForGreatness,,
4.56976E+17,18-04-2014 02:01,"Great 30 for 30 on the ""Bad Boys""!!! S/O that whole squad mostly because the brotherhood they had for one another no matter what!!",,
4.5697E+17,18-04-2014 01:37,Man I'm ready to play now!! This doc got me goin!! Ok calm down u got a couple days still but wow my nerves are firing. #StriveForGreatness,,
4.56969E+17,18-04-2014 01:33,"Dennis Rodman was a animal. Super athlete!!!(runner, jumper, etc)",,
4.56947E+17,18-04-2014 00:08,"Watching the ""Bad Boys"" 30 for 30",,
4.5666E+17,17-04-2014 05:06,Watching one of my favorite movies of all time #IWannaFly #SpaceJam http://t.co/5PNVOicxWj,,
4.56633E+17,17-04-2014 03:20,@Jim_ICE Not yet but coming this Weekend before we kick off,,
4.56444E+17,16-04-2014 14:48,"RT @SianCotton85: Check out the new EP ""BlackMoth""",,
"http://t.co/OeqGdrrbGj #dopemusic #100%foa @KingJames http://t.co/5KdZND9obN""",,,,
4.55902E+17,15-04-2014 02:53,"11's ""Poppa Smurfs"" #KickGameCray #StriveForGreatness http://t.co/Kb0btxdBVD",,
4.55565E+17,14-04-2014 04:37,Out in DC with my homies kelt_crenshaw &amp; @COOLDreBoomz flexin in all Bron's!  Still crazy to know Iâ€¦ http://t.co/8f794oVxTH,,
4.54861E+17,12-04-2014 05:58,"By @marlonwayans ""Just sayin' ""what up""? To Bron. That boy put up NUMBERS! Wooi! @kingjames you onâ€¦ http://t.co/EAUQLOHUnk",,
4.54858E+17,12-04-2014 05:44,"By @chrisbosh ""Inflight #kickgame w/the homies @kingjames @IMABIG0"" via photorepost_app( #KickGameCrayâ€¦ http://t.co/J5oO1aP9ug",,
4.5394E+17,09-04-2014 16:57,Congrats to one of my favorite players in today's game @swish41 on cracking the top 10 all time scoring list!,,
4.53389E+17,08-04-2014 04:28,They saying you a bad man K.O and the ones u can't hear said u wouldn't be able to do it! Rise aboveâ€¦ http://t.co/YkR78YRv21,,
4.53372E+17,08-04-2014 03:21,I'm extremely and HAPPY as I don't know what for K.O and his Huskies! Congrats on winning the Nat'l Championship,,
4.53352E+17,08-04-2014 02:01,No way u take another PG in the lottery before Napier.,,
4.53344E+17,08-04-2014 01:31,Napier and Boatright controls both ends of the floor. Reminders of Bibby and Simon. That good!!,,
4.53324E+17,08-04-2014 00:10,Great audemarspiguet event tonight in Miami. Happy to be an Ambassador of such a great brand!â€¦ http://t.co/dY3n9UFEm3,,
4.53223E+17,07-04-2014 17:28,"Me and the homie ""Dre Day"" Andre Johnson! I can play QB with him and teamvic being my WR. #Beast #TheUâ€¦ http://t.co/ggmyTxYnjS",,
4.53219E+17,07-04-2014 17:15,Me and the homie teamvic stylin on em all! #RWTW #FallBackBeforeYouFallOut #StriveForGreatness http://t.co/NBdKFBhFH0,,
4.5302E+17,07-04-2014 04:03,#RWTW #StriveForGreatness,,
4.52489E+17,05-04-2014 16:51,Happy B-day to my homie @Pharrell! We'll celebrate when u back in Miami fam. Enjoy and live it up HAPPY! ;-),,
4.52487E+17,05-04-2014 16:44,Straight flexing with my homies lastnight! Who want it with us #RWTW #StriveForGreatness http://t.co/w5Z1g6IEMt,,
4.52471E+17,05-04-2014 15:41,I need to take lessons from Bryce. http://t.co/oeeCB4Iqem,,
4.51866E+17,03-04-2014 23:37,"By mrs_savannahrj ""#TBT Found this photo going though my room at my moms house. Can not believe thisâ€¦ http://t.co/ysSXKs1Jpb",,
4.51196E+17,02-04-2014 03:14,"S/O Swaggy P rocking the ""Wheat"" 1's tonight on TNT vs the Blazers",,
4.51118E+17,01-04-2014 22:03,My niece erianlovesyou coming in 1st place in the 400M today in their first meet. #RunForrestRunâ€¦ http://t.co/GwaN8LZBuM,,
4.51109E+17,01-04-2014 21:28,S/O and salute the GREAT Derek Jeter on his final run this year in the pinstripes. Congrats get another one this year and go out on top!,,
4.51077E+17,01-04-2014 19:22,April fools! HAHAHA,,
4.51065E+17,01-04-2014 18:34,"I will be coming out with my mixtape April 16th. Feature on it Jay-Z, Drake, Ross, Meek, Juicy J, Kendrick, Snoop, and many more. ""King Me""",,
4.51038E+17,01-04-2014 16:46,"I'm not playing when it comes to the shoe game man! ""WHAT THE LEBRONS"". #KickGameCray #StriveForGreatness http://t.co/f02sDe1h7x",,
4.50853E+17,01-04-2014 04:33,"Headed home listening to my homie @Pharrell ""Gust of Wind"". This my joint right here!! U remind me of the air, YEAH! Put my hands in the air",,
4.50853E+17,01-04-2014 04:30,Livin a dream and I don't wanna wake up! #StriveForGreatness photo cred mrs_savannahrj http://t.co/V0xqGqsXHK,,
4.50369E+17,30-03-2014 20:29,#ShabazzNapier,,
4.50367E+17,30-03-2014 20:22,I'm going Napier high screen and roll again,,
4.5015E+17,30-03-2014 05:58,"Who got GUTS 35,000ft in the air. I do! The card players @dwyanewade @IMABIG0 mchalmers15 ud40 &amp;â€¦ http://t.co/7VrzfHWRE4",,
4.50148E+17,30-03-2014 05:51,Me and my homie mchalmers15 coolin out on this bird #Heatles #StriveForGreatness http://t.co/YbNPT6zLUN,,
4.50124E+17,30-03-2014 04:14,Tonight I had the privilege of meeting and making someone dream come dream. Basketball has put me inâ€¦ http://t.co/0brgM8OmIX,,
4.49934E+17,29-03-2014 15:39,Wanna send a HUGE S/O to my former teammate Kevin Ollie and UCONN on advancing to the Elite 8. Keep it going K.O. #StriveForGreatness,,
4.4977E+17,29-03-2014 04:47,Congrats to @UKCoachCalipari and them boys at UK on tonight's huge win! #BBN #Elite8  #StriveForGreatness,,
4.49745E+17,29-03-2014 03:07,My nephew kingphilly2 and niece erianlovesyou in the house as well! Photo cred fayes_daughterâ€¦ http://t.co/QotNkga2Ue,,
4.49743E+17,29-03-2014 03:02,With the fam after the game tonight @ernieramos32 @brandonweems10 @mister1223 #LoveYallâ€¦ http://t.co/bpNoJkKkAJ,,
4.49552E+17,28-03-2014 14:22,S/O Oakland University and my brother @BrandonWeems10 brand for opening their facility up to me this am! #GoGrizzlies #StriveForGreatness,,
4.49518E+17,28-03-2014 12:05,Up early headed to Oakland U with my bro @BrandonWeems10 to get some work in! #StriveForGreatness,,
4.49224E+17,27-03-2014 16:38,Just finished watching my bro @JManziel2 pro day!! Don't take him if u want 2. He's a flat out STAR! Accuracy on point! #StriveForGreatness,,
4.48607E+17,25-03-2014 23:47,RT @BrandonWeems10: Striving for greatness is a lifetime mission. Know what you want and want it more than anyone else!!!,,
4.48491E+17,25-03-2014 16:04,@Luke_kennard10 Congrats on committing to Duke! Coach K is great/awesome! #KJAS #StriveForGreatness,,
4.48363E+17,25-03-2014 07:37,My G @ernieramos32 and I posted! #RWTW #IShowYouHowToDoThis #JustWatchAndLearn #StriveForGreatness http://t.co/2vbNFWwbjk,,
4.47912E+17,24-03-2014 01:43,"By @djstephfloss ""CLASSIC!!!!!!!!!!!!!!! @kingjames and Bone Thugs N Harmony!"" via photorepost_app(Manâ€¦ http://t.co/3D5Ozc6QLo",,
4.47911E+17,24-03-2014 01:42,"By @djstephfloss ""Yo mrs_savannahrj it looks like the black mask is back! @kingjames"" viaâ€¦ http://t.co/NnIqY068SO",,
4.47214E+17,22-03-2014 03:33,Congrats on getting your ring tonight Killa! Miss u big time man! What a teammate and guy period!â€¦ http://t.co/RGGK03cqKX,,
4.47075E+17,21-03-2014 18:20,"""@Jim_ICE: Best when you don't do a bracket &amp; just watch.""(Agreed! Exactly what I did)",,
4.46897E+17,21-03-2014 06:30,"By @ernieramos32 ""@kingjames stop in Mc Donald's today on Washington and Lincoln Rd. and purchase theâ€¦ http://t.co/jBG1CcOZVH",,
4.46876E+17,21-03-2014 05:07,#SixMixSelfie. @yesjulz made me do it! Lol #StriveForGreatness http://t.co/ezk29IBdCL,,
4.46817E+17,21-03-2014 01:15,Man what a feeling! Because I'm happy! Launch of my own sprite 6Mix at my own store @unknwnmiami!â€¦ http://t.co/V2fgU4F2y7,,
4.46801E+17,21-03-2014 00:09,Only right I ride around with my own sprite 6Mix drink! Let's go!! #StriveForGreatness http://t.co/9tCddANGPA,,
4.46656E+17,20-03-2014 14:33,RT @Sprite: The wait is over! Sprite #6Mix by @KingJames is in stores now. Enjoy the taste of greatness. #ChangeTheGame Â  http://t.co/zFC7yâ€¦,,
4.46649E+17,20-03-2014 14:04,Man I'm just a kid from Akron Ohio! Can't believe alot of the things that happens for me. My ownâ€¦ http://t.co/2XcuIw6OwH,,
4.46406E+17,19-03-2014 21:59,RT @Sprite: Itâ€™s official! #6Mix is about to be on shelves nationwide. #ChangeTheGameÂ  http://t.co/iqXmmrY7JL,,
4.45532E+17,17-03-2014 12:08,Good morning! Excited about what today has in store! #StriveForGreatness http://t.co/gAiyXkuVEI,,
